,genre,testtrainval
75908,Rock,training
75925,Hip-Hop,training
75926,Hip-Hop,training
75927,Hip-Hop,training
75928,Hip-Hop,training
75929,Hip-Hop,training
75930,Hip-Hop,training
75931,Hip-Hop,training
75932,Hip-Hop,training
75933,Hip-Hop,training
75935,Hip-Hop,training
75936,Hip-Hop,training
75937,Hip-Hop,training
75975,Experimental,training
76036,Experimental,training
76069,International,training
76071,International,training
76072,International,training
76073,International,training
76074,International,training
76075,International,training
76076,International,training
76077,International,training
76078,International,training
76079,International,training
76121,Rock,training
76128,Pop,test
76129,Pop,test
76130,Pop,test
76131,Pop,test
76363,Instrumental,test
76375,Experimental,training
76381,Experimental,training
76437,Folk,training
76440,Folk,training
76654,Electronic,training
76659,Electronic,training
77517,Experimental,training
77519,Experimental,training
77521,Experimental,training
77522,Experimental,training
77523,Experimental,training
77564,Pop,training
77571,Hip-Hop,training
77572,Pop,training
77952,Electronic,training
78038,Experimental,training
78156,Hip-Hop,training
78213,Folk,training
78516,Hip-Hop,training
78833,Hip-Hop,training
78834,Hip-Hop,training
78839,Hip-Hop,training
78841,Hip-Hop,training
78843,Hip-Hop,training
78845,Hip-Hop,training
78847,Hip-Hop,training
78848,Hip-Hop,training
78849,Hip-Hop,training
78850,Hip-Hop,training
78851,Hip-Hop,training
78852,Hip-Hop,training
78984,Hip-Hop,training
78998,Hip-Hop,training
79087,Experimental,training
79575,Rock,training
79593,Folk,training
79605,Electronic,training
79606,Electronic,training
79610,Hip-Hop,training
79616,Hip-Hop,training
79741,Pop,training
79973,Experimental,training
79975,Experimental,training
79977,Experimental,training
79978,Experimental,training
79985,Folk,training
79986,Folk,training
79988,Folk,training
79990,Folk,training
79995,Folk,training
80000,Folk,validation
80001,Folk,validation
80002,Folk,validation
80003,Folk,validation
80004,Folk,validation
80005,Folk,validation
80035,Rock,training
80293,Hip-Hop,training
80341,International,training
80351,International,training
80389,Instrumental,training
80402,Instrumental,training
80515,Instrumental,training
80516,Instrumental,training
80517,Instrumental,training
80518,Instrumental,training
80519,Instrumental,training
80520,Instrumental,training
80611,Experimental,validation
80680,International,validation
80686,International,validation
80687,International,validation
80693,International,training
80694,International,training
80695,International,training
80696,International,training
80697,International,training
80751,International,training
80753,International,training
80754,International,training
80755,International,training
80756,International,training
80758,International,training
80765,International,training
80766,International,training
80772,International,training
80773,International,training
80774,International,training
80775,International,training
80776,International,training
80793,Electronic,training
80833,Electronic,training
80834,Electronic,training
80835,Electronic,training
80836,Electronic,training
81033,Folk,training
81037,Folk,training
81071,Experimental,test
81082,Folk,training
81083,Folk,training
81084,Folk,training
81085,Folk,training
81189,Experimental,training
81193,Electronic,training
81194,Electronic,training
81195,Electronic,training
81362,Experimental,training
81365,Experimental,training
81436,Instrumental,training
81457,Instrumental,training
81485,Instrumental,training
81491,Instrumental,training
81512,Instrumental,training
81523,Instrumental,training
81543,Instrumental,training
81554,Instrumental,training
81555,Instrumental,training
81565,Instrumental,training
81576,Instrumental,training
81586,Instrumental,training
81600,Instrumental,training
81612,Instrumental,training
81613,Instrumental,training
81623,Instrumental,training
81638,Instrumental,training
81650,Instrumental,training
81660,Instrumental,training
81781,Instrumental,training
81782,Instrumental,training
81792,Instrumental,training
81802,Instrumental,training
81803,Instrumental,training
81814,Instrumental,training
81868,Electronic,training
81895,Experimental,validation
81938,Folk,training
81945,Folk,training
81946,Folk,training
81988,Instrumental,training
81999,Instrumental,training
82157,Instrumental,training
82231,Experimental,training
82237,Experimental,training
82242,Experimental,training
82250,Experimental,training
82410,Experimental,training
82462,Rock,test
82464,Rock,test
82505,Folk,training
82507,Folk,training
82628,International,training
82629,International,training
82630,International,training
82631,International,training
82778,Hip-Hop,test
82780,Hip-Hop,test
82881,Experimental,training
82886,Experimental,training
82890,Experimental,training
82892,Folk,training
82893,Folk,training
82914,Instrumental,training
82915,Instrumental,training
82916,Instrumental,training
82917,Instrumental,training
82918,Instrumental,training
82919,Instrumental,training
82920,Instrumental,training
82921,Instrumental,training
82928,Instrumental,training
82929,Instrumental,training
82930,Instrumental,training
82931,Instrumental,training
82932,Instrumental,training
83437,Folk,validation
83438,Folk,validation
83439,Folk,validation
83440,Folk,validation
83507,Pop,validation
83509,Pop,validation
83511,Pop,validation
83512,Pop,validation
83558,Hip-Hop,validation
83600,Instrumental,training
83612,Instrumental,training
83613,Instrumental,training
83715,Hip-Hop,training
83717,Hip-Hop,training
83718,Hip-Hop,training
83719,Hip-Hop,training
83789,Rock,training
83790,Rock,training
83791,Rock,training
83898,Experimental,test
83903,Experimental,training
83906,Experimental,test
83908,Experimental,validation
83911,Experimental,training
83913,Experimental,training
83954,Experimental,training
83960,Experimental,training
83969,Rock,training
84009,Folk,training
84054,Experimental,validation
84055,Experimental,training
84056,Experimental,training
84057,Experimental,test
84058,Experimental,training
84091,Electronic,test
84095,Electronic,training
84096,Electronic,training
84097,Electronic,training
84111,Hip-Hop,training
84135,Experimental,training
84136,Experimental,training
84139,Experimental,training
84141,Experimental,training
84142,Experimental,training
84144,Experimental,training
84152,Experimental,test
84154,Folk,training
84155,Folk,training
84156,Folk,training
84157,Folk,training
84158,Folk,training
84159,Folk,training
84195,Electronic,training
84198,Electronic,training
84200,Electronic,training
84201,Electronic,training
84202,Electronic,training
84264,Electronic,training
84290,Rock,training
84291,Rock,training
84405,Experimental,training
84417,Experimental,training
84423,Experimental,training
84483,Electronic,training
84484,Electronic,training
84485,Electronic,training
84486,Electronic,training
84605,Pop,training
84736,Instrumental,test
84743,Rock,training
84757,Rock,training
84768,Instrumental,training
84777,Electronic,test
84788,Rock,training
84817,Pop,training
85027,Rock,training
85038,Electronic,training
85039,Electronic,training
85040,Electronic,training
85041,Electronic,training
85290,Electronic,training
85291,Electronic,training
85307,Pop,test
85308,Pop,test
85309,Pop,test
85310,Pop,test
85311,Pop,test
85317,Electronic,training
85318,Electronic,training
85343,Electronic,training
85346,Electronic,training
85347,Electronic,training
85400,Experimental,training
85419,Pop,training
85420,Pop,training
85421,Pop,training
85422,Pop,training
85423,Pop,training
85424,Pop,training
85425,Pop,training
85426,Pop,training
85427,Pop,training
85428,Pop,training
85436,Folk,validation
85438,Folk,validation
85482,Folk,training
85484,Folk,training
85485,Folk,training
85486,Folk,training
85487,Folk,training
85488,Folk,training
85489,Folk,training
85490,Folk,training
85491,Folk,training
85492,Folk,training
85494,Experimental,training
85592,Pop,test
85593,Pop,test
85594,Pop,test
85595,Pop,test
85596,Pop,test
85598,Pop,test
85599,Pop,test
85600,Pop,test
85691,Folk,training
85692,Folk,training
85693,Folk,training
85787,Rock,training
85788,Rock,training
85791,Rock,training
85792,Rock,training
85816,Rock,training
85817,Rock,training
85822,Electronic,training
85823,Electronic,training
85828,Electronic,training
85831,Electronic,training
85832,Electronic,training
85833,Electronic,training
85834,Electronic,training
85835,Electronic,training
85836,Electronic,training
85837,Electronic,training
85838,Electronic,training
85839,Electronic,training
85840,Electronic,training
85950,Pop,training
85951,Pop,training
85952,Pop,training
85953,Pop,training
85954,Pop,training
85955,Pop,training
85956,Pop,training
85957,Pop,training
85963,Folk,training
85966,Folk,training
85967,Folk,training
85968,Folk,validation
85973,Folk,validation
86037,Instrumental,test
86038,Instrumental,test
86039,Instrumental,test
86040,Instrumental,test
86077,Experimental,validation
86081,Experimental,validation
86082,Experimental,validation
86116,Pop,test
86117,Pop,test
86118,Pop,test
86119,Pop,test
86140,Experimental,training
86256,Experimental,test
86259,Experimental,training
86262,Rock,validation
86263,Rock,validation
86415,Hip-Hop,test
86416,Hip-Hop,test
86417,Rock,training
86419,Rock,training
86441,Rock,training
86443,Rock,training
86481,Instrumental,training
86482,Instrumental,training
86483,Instrumental,training
86484,Instrumental,training
86485,Instrumental,training
86486,Instrumental,training
86487,Instrumental,training
86562,Rock,training
86576,Experimental,training
86623,Folk,training
86634,Pop,test
86678,Hip-Hop,validation
86679,Hip-Hop,validation
86680,Hip-Hop,validation
86720,Experimental,training
86721,Experimental,training
86724,Experimental,training
86725,Experimental,training
86730,Experimental,training
86761,Rock,training
86762,Rock,training
86763,Rock,training
86788,Rock,test
86793,Electronic,training
86795,Rock,training
86799,Rock,training
86993,Rock,validation
87068,Electronic,training
87069,Electronic,test
87070,Electronic,training
87096,Instrumental,training
87097,Instrumental,training
87098,Instrumental,training
87099,Instrumental,training
87100,Instrumental,training
87101,Instrumental,training
87102,Instrumental,training
87103,Instrumental,training
87104,Instrumental,training
87105,Instrumental,training
87106,Instrumental,training
87107,Instrumental,training
87108,Instrumental,training
87121,Rock,training
87151,Rock,training
87152,Rock,training
87153,Rock,training
87154,Rock,training
87155,Rock,training
87157,Electronic,training
87158,Electronic,training
87159,Electronic,training
87160,Electronic,training
87161,Electronic,training
87185,Pop,training
87186,Pop,training
